"parameter","Est","SE","lower","upper","p","simulation"
"psi - (Intercept)",0.861252109870293,0.328724449717153,0.216964027586926,1.50554019215366,0.008793443282738,14
"psi - x",0.505677182801855,0.207890616850742,0.0982190610505859,0.913135304553125,0.0149983265483751,14
"psi - theta",0.0598179211303116,0.396971400662313,-0.718231727060242,0.837867569320865,0.880223638783978,14
"rho - (Intercept)",-0.830872467380586,0.105162951133379,-1.03698806410995,-0.624756870651218,2.77097371083856e-15,14
"rho - x",0.419624908764532,0.100670250491892,0.222314843485797,0.616934974043266,3.06865105799406e-05,14
"psi - (Intercept)",0.50148313067991,0.320961264606411,-0.127589388381086,1.13055564974091,0.118184067679138,15
"psi - x",-0.0927788901125124,0.267644959514665,-0.617353371404936,0.431795591179912,0.728854937742954,15
"psi - theta",1.30644896970106,0.412684825102779,0.497601575533406,2.11529636386872,0.00154694003120783,15
"rho - (Intercept)",-0.962920307792804,0.105068959373791,-1.16885168405854,-0.756988931527071,4.97077119802658e-20,15
"rho - x",0.641195514031287,0.0917377886191826,0.461392752316341,0.820998275746234,2.75991083394357e-12,15
"psi - (Intercept)",0.0924861673487552,0.235542979908481,-0.369169590083109,0.55414192478062,0.694577326444057,16
"psi - x",0.310352833821425,0.162109273349694,-0.0073755035039334,0.628081171146784,0.0555605278507011,16
"psi - theta",1.29987255282373,0.433127614585075,0.450958027527233,2.14878707812022,0.00268979144000708,16
"rho - (Intercept)",-0.887494239422224,0.108469074836267,-1.10008971953769,-0.674898759306761,2.79165304241155e-16,16
"rho - x",0.569323240150356,0.0860167829105152,0.400733443579746,0.737913036720966,3.62258608176382e-11,16
"psi - (Intercept)",1.2536011853609,0.409775420207868,0.450456120003716,2.05674625071809,0.00221899614756753,17
"psi - x",-0.234165815612619,0.293443153003803,-0.809303827009949,0.34097219578471,0.42487409028928,17
"psi - theta",0.26641323276484,0.445695003143851,-0.607132921486574,1.13995938701625,0.550008188058711,17
"rho - (Intercept)",-0.910413380049987,0.099665936277529,-1.10575502563941,-0.715071734460567,6.56190795656049e-20,17
"rho - x",0.652867485789302,0.0869737097888264,0.482402147001364,0.823332824577241,6.073269216828e-14,17
"psi - (Intercept)",0.00789977533216663,0.222506030934249,-0.428204031641917,0.44400358230625,0.971678139204582,18
"psi - x",0.391224210689544,0.195724455399017,0.00761132721375452,0.774837094165333,0.0456243742105883,18
"psi - theta",1.65796433515709,0.402193459632875,0.869679639459097,2.44624903085509,3.75099187952579e-05,18
"rho - (Intercept)",-0.784566947541384,0.0969770518358275,-0.97463847646648,-0.594495418616288,5.95506908730378e-16,18
"rho - x",0.583950286808917,0.112301371589246,0.363843643079546,0.804056930538289,1.99449422522076e-07,18
"psi - (Intercept)",1.19006806519723,0.442578584457499,0.322629979331811,2.05750615106264,0.00716789103676996,19
"psi - x",0.362174508471169,0.206751560940729,-0.0430511047200978,0.767400121662436,0.0798189172793333,19
"psi - theta",-0.158806345174157,0.534589450800329,-1.20658241525785,0.888969724909534,0.766418984119583,19
"rho - (Intercept)",-0.855044682511004,0.10167789786239,-1.05432970034503,-0.655759664676976,4.12301143817402e-17,19
"rho - x",0.403884440073488,0.0918162229666592,0.223927949862337,0.583840930284639,1.08833393574604e-05,19
"psi - (Intercept)",0.0667232155645915,0.24786950767284,-0.41909209233985,0.552538523469033,0.78778588797547,20
"psi - x",0.219169258430539,0.244015891101308,-0.259093099783473,0.697431616644551,0.36909163582489,20
"psi - theta",1.77317455241622,0.551083892937927,0.693069969797758,2.85327913503469,0.00129262217093444,20
"rho - (Intercept)",-0.877338526639172,0.101200164447677,-1.07568720418615,-0.678989849092194,4.34636354389888e-18,20
"rho - x",0.532782708935922,0.13475131779856,0.268674979181432,0.796890438690411,7.69126748989307e-05,20
"psi - (Intercept)",0.271605435575208,0.243255628843545,-0.205166835994783,0.748377707145198,0.264189658796705,21
"psi - x",0.566616410697534,0.188441794381414,0.197277280527861,0.935955540867207,0.0026396905423058,21
"psi - theta",1.18774186228583,0.485502652041587,0.236174149885641,2.13930957468603,0.0144284079468715,21
"rho - (Intercept)",-0.812174051237403,0.112516808911206,-1.03270294435874,-0.591645158116064,5.26622320020387e-13,21
"rho - x",0.547334693365227,0.0950765724384279,0.360988035612394,0.733681351118059,8.57346845421145e-09,21
"psi - (Intercept)",0.402727745277915,0.238633110345557,-0.0649845565181484,0.870440047073979,0.0914795808097224,22
"psi - x",0.356734562542877,0.196702457053928,-0.0287951689533578,0.742264294039112,0.0697432574341613,22
"psi - theta",0.76701592670907,0.381389915475201,0.0195054283109009,1.51452642510724,0.0443141565268692,22
"rho - (Intercept)",-0.759543912559485,0.105305777377939,-0.965939443584237,-0.553148381534733,5.48343066524593e-13,22
"rho - x",0.460441733936834,0.102876925016157,0.258806666064938,0.66207680180873,7.61770280895601e-06,22
"psi - (Intercept)",0.385175898072251,0.28720373392963,-0.177733076655248,0.948084872799751,0.179880108576268,23
"psi - x",0.121916339764072,0.247787313820069,-0.363737871149188,0.607570550677332,0.622705131919409,23
"psi - theta",1.35166369669275,0.41652019179123,0.535299121948221,2.16802827143727,0.00117395504959055,23
"rho - (Intercept)",-1.03116663197199,0.108668456079713,-1.2441528921438,-0.818180371800175,2.33021367000138e-21,23
"rho - x",0.561092404836131,0.105774549793124,0.353778096760669,0.768406712911593,1.12916068231694e-07,23
"psi - (Intercept)",0.444209132016743,0.306178582392479,-0.155889862310045,1.04430812634353,0.146830788529069,24
"psi - x",0.0548398447979605,0.297895246438379,-0.529024109386946,0.638703798982867,0.85394203784962,24
"psi - theta",0.965385850155155,0.458311790639796,0.067111246811094,1.86366045349922,0.0351700200535815,24
"rho - (Intercept)",-0.899524301708299,0.128320060435718,-1.15102699865631,-0.648021604760289,2.3830912431601e-12,24
"rho - x",0.579043911123716,0.127567222824083,0.329016748780717,0.829071073466714,5.6487428027293e-06,24
"psi - (Intercept)",0.207854914843895,0.29373383082628,-0.367852814616594,0.783562644304385,0.479174964430806,25
"psi - x",0.269826353397454,0.270876427636178,-0.261081689030325,0.800734395825233,0.319190182075259,25
"psi - theta",2.31248125611648,0.698452670165098,0.943539177687051,3.6814233345459,0.000930086590677926,25
"rho - (Intercept)",-1.14976690589372,0.113505850799051,-1.37223428549444,-0.927299526293005,4.08388442747195e-24,25
"rho - x",0.636171920117389,0.0912693697263798,0.457287242562015,0.815056597672764,3.16338945759074e-12,25
"psi - (Intercept)",1.08194125289492,0.428429182227129,0.242235485803802,1.92164701998604,0.0115577263657538,26
"psi - x",0.111760633026229,0.257706330738782,-0.393334493809751,0.616855759862209,0.664524914157623,26
"psi - theta",0.364667086413686,0.500025927790293,-0.615365723391514,1.34469989621889,0.46582040160558,26
"rho - (Intercept)",-0.94631887113768,0.114718422829809,-1.17116284824734,-0.721474894028017,1.5964855372841e-16,26
"rho - x",0.583708211613604,0.0901056197448553,0.407104442109027,0.760311981118182,9.29189719079227e-11,26
"psi - (Intercept)",0.4499714004225,0.281299671974125,-0.101365825509716,1.00130862635472,0.109683840696739,27
"psi - x",0.270366581736009,0.189270257975595,-0.100596307240762,0.641329470712779,0.15315708505661,27
"psi - theta",1.14691522734645,0.430920998520018,0.302325590065171,1.99150486462772,0.0077783158367044,27
"rho - (Intercept)",-0.880937913134497,0.103697615924124,-1.08418150562845,-0.677694320640548,1.97495173883497e-17,27
"rho - x",0.497374411819499,0.0831677292309539,0.334368657850851,0.660380165788148,2.22621170160119e-09,27
"psi - (Intercept)",1.13725571063587,0.577742116049314,0.0049019708272513,2.26960945044448,0.0490164344916476,28
"psi - x",0.852438198185941,0.390132524511227,0.0877925009462474,1.61708389542564,0.0288891036687258,28
"psi - theta",0.635279599491628,0.802012313799008,-0.936635650712063,2.20719484969532,0.428298265842048,28
"rho - (Intercept)",-1.01301021106547,0.101583180552678,-1.21210958638375,-0.813910835747197,2.01662170883234e-23,28
"rho - x",0.304919670367779,0.118013207752254,0.0736180334733168,0.53622130726224,0.00977252975486739,28
"psi - (Intercept)",0.396764099896061,0.287154390602713,-0.166048163687803,0.959576363479925,0.16706075534382,29
"psi - x",0.0837709277062249,0.203052698255984,-0.314205047839184,0.481746903251633,0.679930793601448,29
"psi - theta",1.60405298353142,0.494940045964286,0.633988318934822,2.57411764812802,0.00119151464037364,29
"rho - (Intercept)",-0.936230720146559,0.0944573165129887,-1.12136365858832,-0.7510977817048,3.70364298430425e-23,29
"rho - x",0.574130309721521,0.079685431970779,0.417949732966278,0.730310886476764,5.80611063589072e-13,29
"psi - (Intercept)",0.97992948153703,0.371331321757826,0.252133464560035,1.70772549851402,0.00831601473140976,30
"psi - x",0.308368332681297,0.2214077309948,-0.125582845967244,0.742319511329838,0.163691693153643,30
"psi - theta",0.174884251682286,0.516881758895648,-0.8381853800189,1.18795388338347,0.735103372114867,30
"rho - (Intercept)",-0.906788165274814,0.104300946865217,-1.11121426468407,-0.702362065865562,3.50023757409592e-18,30
"rho - x",0.473413660041098,0.0938250340085399,0.289519972536114,0.657307347546082,4.51846661489693e-07,30
"psi - (Intercept)",1.0075669379201,0.47178909621293,0.0828773010440605,1.93225657479615,0.0327095858079188,31
"psi - x",0.0469931697113854,0.282796775970612,-0.507278326135056,0.601264665557827,0.868020859600084,31
"psi - theta",0.271337029657109,0.528882378547143,-0.76525338435317,1.30792744366739,0.607924379934033,31
"rho - (Intercept)",-0.896903866005488,0.102626091926824,-1.09804731005616,-0.695760421954817,2.34081072952105e-18,31
"rho - x",0.546074730589381,0.112890538720981,0.324813340500935,0.767336120677828,1.31677297177822e-06,31
"psi - (Intercept)",0.109093353092123,0.223010812191331,-0.327999806965911,0.546186513150158,0.624711334621581,32
"psi - x",0.487060643072783,0.252608049260802,-0.00804203568330925,0.982163321828875,0.0538392118049841,32
"psi - theta",1.49634145486728,0.465903142790043,0.583188074714774,2.40949483501979,0.00131951761771325,32
"rho - (Intercept)",-0.888993757987487,0.110750050084985,-1.10605986744007,-0.671927648534909,9.98622628257353e-16,32
"rho - x",0.391246359588966,0.129440091062049,0.137548442951766,0.644944276226166,0.00250608528771234,32
"psi - (Intercept)",0.483658434120704,0.288641207422066,-0.0820679368807,1.04938480512211,0.0938089452249964,33
"psi - x",0.366983587512967,0.202962239873251,-0.030815092860184,0.764782267886117,0.0705851409724879,33
"psi - theta",0.950260455203028,0.48620284081043,-0.00267960196647554,1.90320051237253,0.0506477034149225,33
"rho - (Intercept)",-0.929150756734465,0.106143841341785,-1.1371888629451,-0.721112650523833,2.06479616847584e-18,33
"rho - x",0.383327134136232,0.0941549236429221,0.198786874828986,0.567867393443478,4.67638733642312e-05,33
"psi - (Intercept)",0.307311333167016,0.256480299060138,-0.195380815734916,0.810003482068948,0.230844266044907,34
"psi - x",0.0203577481945606,0.178531668756945,-0.329557892668887,0.370273389058008,0.909214979917071,34
"psi - theta",0.936427779077402,0.394188322951233,0.163832862966741,1.70902269518806,0.0175211669928157,34
"rho - (Intercept)",-0.827643710565179,0.0958256994643276,-1.01545863030862,-0.639828790821738,5.77234338942357e-18,34
"rho - x",0.51418192483305,0.0940196738560391,0.329906750237012,0.698457099429089,4.52898800430044e-08,34
"psi - (Intercept)",0.604416121981097,0.336058688915626,-0.0542468049852801,1.26307904894747,0.0720909445795819,35
"psi - x",0.983613044421307,0.300113769528018,0.395400864881837,1.57182522396078,0.00104742888586525,35
"psi - theta",0.747621752045117,0.587420288915384,-0.403700858017148,1.89894436210738,0.203117295959082,35
"rho - (Intercept)",-0.877698699924299,0.10997267018153,-1.0932411727638,-0.6621562270848,1.45079555872384e-15,35
"rho - x",0.195143972796172,0.0933143090794999,0.012251287758113,0.37803665783423,0.0365052523137292,35
"psi - (Intercept)",0.121577380267289,0.234023432325118,-0.337100118628388,0.580254879162966,0.603405537645887,36
"psi - x",0.451470314003375,0.177653218640048,0.103276403731261,0.799664224275488,0.0110440774522878,36
"psi - theta",1.6136829363386,0.422129542668976,0.786324235897039,2.44104163678015,0.000131987766281731,36
"rho - (Intercept)",-0.811991381211734,0.0943989707769915,-0.997009964112286,-0.626972798311181,7.85456640769168e-18,36
"rho - x",0.52661839002227,0.0877439809920899,0.354643347417607,0.698593432626934,1.95189048935039e-09,36
"psi - (Intercept)",0.824648246034548,0.316896496878937,0.203542525324923,1.44575396674417,0.00926106155926929,37
"psi - x",0.434435294427776,0.201541196480958,0.0394218079239871,0.829448780931565,0.0311175916706496,37
"psi - theta",0.178593443262298,0.388529616686842,-0.582910612371064,0.94009749889566,0.645756738002037,37
"rho - (Intercept)",-0.833565758561584,0.103846425967011,-1.03710101338013,-0.630030503743038,9.99595862223357e-16,37
"rho - x",0.551089687036582,0.0972187202937092,0.360544496637839,0.741634877435326,1.44006637294537e-08,37
"psi - (Intercept)",0.583638856756808,0.371849484049395,-0.145172739649807,1.31245045316342,0.116518273918595,38
"psi - x",-0.436567833632708,0.367266283216814,-1.15639652147355,0.283260854208135,0.234559452595148,38
"psi - theta",1.410719879201,0.523203848215135,0.385259180126575,2.43618057827543,0.00701123383959256,38
"rho - (Intercept)",-1.11199911447571,0.106072308019094,-1.31989701795017,-0.904101211001242,1.0296680609724e-25,38
"rho - x",0.647202035924998,0.0994519620019906,0.45227977220925,0.842124299640745,7.63177647031348e-11,38
"psi - (Intercept)",1.12596727500053,0.430937021036813,0.281346234163396,1.97058831583766,0.00897946763445885,39
"psi - x",0.466821441168159,0.247908368250953,-0.0190700320698016,0.952712914406119,0.059694910513248,39
"psi - theta",0.436847029728302,0.610444683566151,-0.759602564615303,1.63329662407191,0.474225408298526,39
"rho - (Intercept)",-0.844113403604186,0.0974888873618974,-1.03518811172639,-0.653038695481985,4.77760153275467e-18,39
"rho - x",0.450498839972585,0.0869030866967929,0.280171919901509,0.620825760043661,2.17267599177917e-07,39
"psi - (Intercept)",0.4118924612012,0.265442765555802,-0.108365799244882,0.932150721647282,0.120729584030499,40
"psi - x",-0.0662723076538204,0.183575920587598,-0.426074500434298,0.293529885126657,0.718093744734624,40
"psi - theta",0.97508607114135,0.359008787697881,0.271441777120117,1.67873036516258,0.00660657988618065,40
"rho - (Intercept)",-0.829075877584978,0.0940996372798413,-1.01350777761175,-0.644643977558206,1.24458750789353e-18,40
"rho - x",0.512979123494279,0.0834295481563288,0.349460213861424,0.676498033127134,7.81450132688003e-10,40
"psi - (Intercept)",0.249473462400303,0.224464029581982,-0.190467951405116,0.689414876205722,0.266388277122913,41
"psi - x",0.27866780592354,0.140621335423394,0.00305505303576187,0.554280558811318,0.0475140174190436,41
"psi - theta",0.881991143056149,0.34332763256765,0.209081348326154,1.55490093778614,0.0102007499050328,41
"rho - (Intercept)",-0.699169134154345,0.101406334523767,-0.897921897625148,-0.500416370683541,5.39678135277514e-12,41
"rho - x",0.490079577479543,0.0789920815063387,0.335257942663267,0.644901212295819,5.49895306513225e-10,41
"psi - (Intercept)",0.0300236466814818,0.216972829567572,-0.395235284894706,0.45528257825767,0.889943939705165,42
"psi - x",0.397239410831261,0.204631841075563,-0.0038316277669655,0.798310449429488,0.052229235231615,42
"psi - theta",1.96801588366969,0.437176544267212,1.11116560202027,2.8248661653191,6.74278850229529e-06,42
"rho - (Intercept)",-0.843024790581161,0.0963271120486116,-1.03182246093119,-0.654227120231128,2.10185607536188e-18,42
"rho - x",0.397981543091981,0.0989632269774136,0.204017182422388,0.591945903761575,5.78264109820822e-05,42
"psi - (Intercept)",0.421875233697209,0.26178528686907,-0.091214500248655,0.934964967643072,0.107063929172338,43
"psi - x",0.369243084330403,0.220995482261287,-0.063900101647779,0.802386270308586,0.0947577619969491,43
"psi - theta",1.07499337364535,0.431650689761915,0.228973567810122,1.92101317948057,0.0127590667186072,43
"rho - (Intercept)",-0.901748473863955,0.109478577111018,-1.11632254208024,-0.687174405647669,1.76940848544424e-16,43
"rho - x",0.549381468561862,0.111252195267936,0.331331172635689,0.767431764488034,7.88619359751593e-07,43
"psi - (Intercept)",0.21125120640487,0.232497988229789,-0.244436477003534,0.666938889813274,0.363553279552477,44
"psi - x",0.389930347857189,0.162828682259648,0.0707919949781629,0.709068700736215,0.0166327146420485,44
"psi - theta",1.15375622877867,0.384038293921909,0.40105500400752,1.90645745354982,0.00266215531737535,44
"rho - (Intercept)",-0.745760853479842,0.094395239798923,-0.930772123797752,-0.560749583161931,2.77993242243637e-15,44
"rho - x",0.395274824305675,0.086797254464845,0.22515533159762,0.565394317013729,5.2634988034526e-06,44
"psi - (Intercept)",0.835620993996541,0.401085171922045,0.0495085022962762,1.62173348569681,0.0372147449370252,45
"psi - x",-0.0754088835718453,0.245467274662786,-0.556515901294108,0.405698134150417,0.758687000585992,45
"psi - theta",0.777974847790087,0.462446764359123,-0.128404155120875,1.68435385070105,0.0925104061583936,45
"rho - (Intercept)",-0.967966791465429,0.0971367896364575,-1.15835140072673,-0.777582182204128,2.1690346333704e-23,45
"rho - x",0.572726056651817,0.089691935907345,0.396933092569746,0.748519020733888,1.70860752162528e-10,45
"psi - (Intercept)",0.110964735309482,0.232890881183204,-0.345493004137394,0.567422474756358,0.633741969428585,46
"psi - x",0.528184312057499,0.160706201217768,0.213205945578426,0.843162678536572,0.00101388383027041,46
"psi - theta",1.60970737564844,0.446473987151279,0.734634440797937,2.48478031049895,0.00031169920762354,46
"rho - (Intercept)",-0.801523473500484,0.101933211566712,-1.00130889699974,-0.601738050001226,3.74376604993081e-15,46
"rho - x",0.48699356584558,0.0811571917117901,0.327928393004059,0.646058738687101,1.96564055545815e-09,46
"psi - (Intercept)",0.735811748196597,0.314873339345365,0.118671343387823,1.35295215300537,0.0194469874008109,47
"psi - x",0.499783588580507,0.2041868597498,0.0995846973545684,0.899982479806446,0.0143780273466027,47
"psi - theta",0.434882187590818,0.451410484400296,-0.449866104077542,1.31963047925918,0.335354242062712,47
"rho - (Intercept)",-0.788541321104532,0.0979888775212875,-0.980595991931762,-0.596486650277302,8.46727983042287e-16,47
"rho - x",0.407373133239144,0.0903385866275955,0.230312757034806,0.584433509443483,6.50101760044676e-06,47
"psi - (Intercept)",0.163397960960365,0.260075727020737,-0.34634109725335,0.673137019174081,0.529826617559237,48
"psi - x",0.155555374954985,0.193453367086439,-0.223606257222441,0.534717007132412,0.421340650041462,48
"psi - theta",1.09110474087136,0.471668428462293,0.166651608440658,2.01555787330206,0.0207068303640934,48
"rho - (Intercept)",-0.920120947605173,0.11130873547093,-1.13828206029289,-0.701959834917455,1.38081235080731e-16,48
"rho - x",0.490465396990267,0.101729211084956,0.291079807088081,0.689850986892453,1.42637259986161e-06,48
"psi - (Intercept)",0.282663729145162,0.235010817017287,-0.177949008186054,0.743276466476377,0.229065717925017,49
"psi - x",0.348145575233204,0.176513412464848,0.00218564401383936,0.694105506452568,0.0485700880346676,49
"psi - theta",0.960266594940466,0.38956897255904,0.196725439230475,1.72380775065046,0.0137033789669718,49
"rho - (Intercept)",-0.80564369992513,0.108965496874084,-1.01921214935585,-0.592075250494413,1.42941390182562e-13,49
"rho - x",0.555429899751153,0.102746941302724,0.354049595276164,0.756810204226142,6.45180621641442e-08,49
"psi - (Intercept)",0.517332657747192,0.285561216491302,-0.042357041957206,1.07702235745159,0.0700426330405379,50
"psi - x",0.451370693346685,0.243794326247904,-0.0264574057344134,0.929198792427784,0.0641062047642369,50
"psi - theta",1.32825440216116,0.450783955885261,0.444734083817551,2.21177472050476,0.00321347523378678,50
"rho - (Intercept)",-0.928113141859678,0.102448965768365,-1.12890942501905,-0.727316858700305,1.31322970276444e-19,50
"rho - x",0.547592830971468,0.103162925744724,0.34539721197203,0.749788449970906,1.10810949040764e-07,50
"psi - (Intercept)",0.621822896982668,0.302785610605349,0.0283740051592153,1.21527178880612,0.0400072671284733,51
"psi - x",0.454323863157299,0.184014978990315,0.0936611317203868,0.814986594594212,0.0135509985072154,51
"psi - theta",0.234884051339201,0.408189935029966,-0.565153520171277,1.03492162284968,0.565001650997064,51
"rho - (Intercept)",-0.898751549881834,0.118480153335661,-1.13096838330251,-0.666534716461156,3.30768896504751e-14,51
"rho - x",0.426744763090394,0.0969602839900349,0.23670609853915,0.616783427641639,1.07637659409232e-05,51
"psi - (Intercept)",0.583443888680914,0.311350806784444,-0.0267924791740856,1.19368025653591,0.0609426102760206,52
"psi - x",0.124588343110941,0.21804903224828,-0.302779906959501,0.551956593181383,0.567743677557088,52
"psi - theta",1.18736768678603,0.4728391925847,0.260619898841014,2.11411547473104,0.0120340318801343,52
"rho - (Intercept)",-0.881045134782546,0.10032805149969,-1.07768450236102,-0.684405767204074,1.61103694936743e-18,52
"rho - x",0.464434436990451,0.0863212871357012,0.295247823105336,0.633621050875566,7.43617365986234e-08,52
"psi - (Intercept)",0.382499533002768,0.244129934818149,-0.0959863467889144,0.860985412794451,0.117164559050161,53
"psi - x",0.208463343554484,0.171466599571943,-0.127605016158074,0.544531703267043,0.224073892652315,53
