"parameter","Est","SE","lower","upper","p","simulation"
"rho - (Intercept)",-0.824602737949723,0.114536542569594,-1.04909023629987,-0.60011523959958,6.0445753994992e-13,18
"rho - x",0.459604763477752,0.119256909363114,0.225865516218491,0.693344010737013,0.000116248859153649,18
"psi - (Intercept)",0.467421695957221,0.269392162502955,-0.0605772402659316,0.995420632180375,0.0827235184671771,19
"psi - x",0.376265975539982,0.18052829222038,0.0224370245975139,0.730094926482449,0.0371374920053689,19
"psi - theta",-0.0210801678939649,0.354337301976073,-0.71556851814616,0.673408182358231,0.952560387588992,19
"rho - (Intercept)",-0.83211679509814,0.113726106406726,-1.05501586775729,-0.609217722438988,2.53860447131562e-13,19
"rho - x",0.522098291346396,0.105428575377617,0.315462080664901,0.728734502027891,7.3397376201788e-07,19
"psi - (Intercept)",0.192956190906176,0.249920522556267,-0.296879032301537,0.682791414113889,0.440072843603875,20
"psi - x",0.581481532123631,0.195912306298748,0.197500467649906,0.965462596597356,0.00299675611435533,20
"psi - theta",0.394756949453416,0.412571286132868,-0.413867912422376,1.20338181132921,0.33865751431827,20
"rho - (Intercept)",-0.872257407413325,0.116773818150458,-1.10112988532545,-0.643384929501197,8.04196188485041e-14,20
"rho - x",0.346114988958889,0.14354643075186,0.0647691545759703,0.627460823341808,0.0159013916652724,20
"psi - (Intercept)",0.567325359399691,0.299363221836016,-0.0194157736947744,1.15406649249416,0.0580782176649663,21
"psi - x",0.547738970487751,0.167136182961121,0.220158071370456,0.875319869605046,0.00104841473729668,21
"psi - theta",-0.512348460711079,0.380137861319767,-1.2574049780579,0.232708056635746,0.177723859432077,21
"rho - (Intercept)",-0.80431703304966,0.117240759716526,-1.03410469961417,-0.574529366485154,6.86740463669254e-12,21
"rho - x",0.39622403470669,0.099395439413951,0.201412553227813,0.591035516185567,6.71002865902419e-05,21
"psi - (Intercept)",0.709425758202591,0.352582750124425,0.0183762663886337,1.40047525001655,0.0442111882145339,22
"psi - x",0.36776858170514,0.207092327131838,-0.0381249209478494,0.77366208435813,0.0757547202730666,22
"psi - theta",-0.531104554721893,0.372009093317158,-1.26022897954492,0.198019870101136,0.153388155798806,22
"rho - (Intercept)",-0.945598486572759,0.129440700216994,-1.19929759713171,-0.691899376013804,2.76722890668798e-13,22
"rho - x",0.622233216964891,0.113765257223561,0.399257410114777,0.845209023815005,4.51438036013516e-08,22
"psi - (Intercept)",0.431896697915714,0.275737346493778,-0.108538570404733,0.97233196623616,0.117270515670699,23
"psi - x",0.65193675545843,0.197036386641326,0.265752533997522,1.03812097691934,0.000937260281819001,23
"psi - theta",0.109816544610845,0.37106663772555,-0.617460701195605,0.837093790417294,0.767269556023216,23
"rho - (Intercept)",-0.824390328283478,0.114288473373386,-1.04839161994338,-0.600389036623578,5.46354990037344e-13,23
"rho - x",0.335173299484539,0.109583251257055,0.120394073711907,0.549952525257171,0.00222360524692118,23
"psi - (Intercept)",0.730133288451452,0.362524918373744,0.019597504940591,1.44066907196231,0.0440071868940003,24
"psi - x",0.0846805983444797,0.290879509298874,-0.485432763721997,0.654793960410957,0.77096018686087,24
"psi - theta",0.49614212787227,0.46341115312067,-0.412127042278419,1.40441129802296,0.284335590950755,24
"rho - (Intercept)",-1.16058793745855,0.133164034452496,-1.4215846490215,-0.899591225895611,2.89539710006576e-18,24
"rho - x",0.592138213186476,0.1160497805024,0.364684822987993,0.81959160338496,3.35284182785066e-07,24
"psi - (Intercept)",0.602699872851804,0.293914177396381,0.0266386706091806,1.17876107509443,0.0403060952281965,25
"psi - x",0.288742607207416,0.182317439550489,-0.0685930080651007,0.646078222479933,0.113253915255889,25
"psi - theta",-0.288570769290669,0.368691569773762,-1.01119296745078,0.43405142886944,0.43380986969903,25
"rho - (Intercept)",-0.979662025566319,0.1242922129603,-1.22327028652729,-0.736053764605349,3.22372919788692e-15,25
"rho - x",0.568000807243368,0.101413174974002,0.369234636736465,0.766766977750271,2.13293231717872e-08,25
"psi - (Intercept)",1.44524433717584,0.578877526904221,0.310665232983955,2.57982344136773,0.0125378885767002,26
"psi - x",0.644312731105413,0.25258167834835,0.149261738387967,1.13936372382286,0.0107442552750991,26
"psi - theta",-1.07556172346362,0.660786472713924,-2.37067941145417,0.219555964526929,0.103588647367263,26
"rho - (Intercept)",-0.901923676971492,0.115124853073884,-1.12756424272177,-0.676283111221214,4.71427964897038e-15,26
"rho - x",0.492634595810462,0.0976891734055373,0.301167334256121,0.684101857364804,4.58581347144471e-07,26
"psi - (Intercept)",1.56069978660871,0.71710502032292,0.155199773642924,2.9661997995745,0.0295261534701508,27
"psi - x",-0.0219155242865178,0.295641568686434,-0.601362351244853,0.557531302671817,0.940907981112858,27
"psi - theta",-0.587018843934422,0.5849565570292,-1.7335126282322,0.55947494036336,0.315607361167426,27
"rho - (Intercept)",-1.11408468849365,0.129575958425599,-1.36804890027009,-0.86012047671722,8.11685892025797e-18,27
"rho - x",0.654015624677661,0.0961189460784353,0.46562595213198,0.842405297223342,1.01589596022924e-11,27
"psi - (Intercept)",1.45646831547859,0.578627143654827,0.322379953437842,2.59055667751933,0.0118321797235454,28
"psi - x",0.989456281365942,0.491849194355131,0.0254495746048441,1.95346298812704,0.0442508721458119,28
"psi - theta",-1.17717076934859,0.592724640975096,-2.33888971840922,-0.0154518202879732,0.0470296462290634,28
"rho - (Intercept)",-0.95771132214337,0.117549634636213,-1.18810437242619,-0.727318271860551,3.72161013907973e-16,28
"rho - x",0.324011490609979,0.177534173612627,-0.0239490956958506,0.671972076915809,0.0679911496565117,28
"psi - (Intercept)",0.774772787543566,0.287170295465235,0.211929351001979,1.33761622408515,0.00697666861760715,29
"psi - x",0.133773420973926,0.185720044895415,-0.230231178228248,0.497778020176101,0.471342715606165,29
"psi - theta",-0.245112480225248,0.365191432749213,-0.960874535876286,0.470649575425791,0.502100121901726,29
"rho - (Intercept)",-0.861494627464383,0.111833454130851,-1.08068416982756,-0.642305085101203,1.32522510623067e-14,29
"rho - x",0.621188593858536,0.0934586898023938,0.438012927803543,0.804364259913529,2.99808515265561e-11,29
"psi - (Intercept)",1.14088075658922,0.420476933583741,0.316761110435248,1.96500040274319,0.00666164359935759,30
"psi - x",-0.166476087020888,0.25138698927207,-0.659185532176103,0.326233358134326,0.507823623796041,30
"psi - theta",-0.802687342698763,0.393348016188167,-1.57363528781785,-0.0317393975796778,0.0412851952347152,30
"rho - (Intercept)",-0.992195754819822,0.118512568179342,-1.22447612016668,-0.759915389472965,5.66138297660696e-17,30
"rho - x",0.660645292113397,0.11270538286318,0.439746800837765,0.881543783389028,4.58148553335938e-09,30
"psi - (Intercept)",1.21620232311381,0.444082867885121,0.345815895907711,2.0865887503199,0.00616857678458563,31
"psi - x",0.504383029393739,0.258257564754007,-0.00179249625913636,1.01055855504661,0.0508168398448664,31
"psi - theta",-0.746483450855125,0.490041788507491,-1.7069477072494,0.213980805539151,0.127682241163753,31
"rho - (Intercept)",-0.92686167839038,0.109650803122558,-1.14177330338648,-0.711950053394274,2.84279305730328e-17,31
"rho - x",0.435387499568348,0.115252327745691,0.209497088052387,0.661277911084308,0.00015829010274254,31
"psi - (Intercept)",0.22548130494085,0.231317070798787,-0.227891822834074,0.678854432715774,0.329673580975061,32
"psi - x",0.34470404237019,0.191894753101174,-0.0314027625303172,0.720810847270697,0.0724439209011198,32
"psi - theta",-0.0449050620919333,0.317483087846309,-0.667160479971264,0.577350355787397,0.887521724091145,32
"rho - (Intercept)",-0.791334901260144,0.118464013790024,-1.02352010175265,-0.559149700767642,2.39007095354803e-11,32
"rho - x",0.523457963230045,0.126299550898875,0.275915392204667,0.771000534255423,3.40444497095896e-05,32
"psi - (Intercept)",0.637669098808989,0.367016906031797,-0.0816708187306553,1.35700901634863,0.0823098985386312,33
"psi - x",0.359343592579618,0.208518459033468,-0.0493450772377698,0.768032262397006,0.0848310528105199,33
"psi - theta",-0.159309424907239,0.395322915585219,-0.934128101717637,0.615509251903159,0.686958850358338,33
"rho - (Intercept)",-0.968507061424856,0.131179675336943,-1.22561450058892,-0.711399622260791,1.54695392807657e-13,33
"rho - x",0.574367173835902,0.113404835697483,0.352097780196153,0.796636567475652,4.08936044358339e-07,33
"psi - (Intercept)",0.577946790287336,0.317139198400986,-0.0436346166644993,1.19952819723917,0.0683979887680879,34
"psi - x",-0.0158762215498266,0.230399815871145,-0.46745156270193,0.435699119602277,0.945063434315132,34
"psi - theta",-0.095670141551812,0.354188239590301,-0.789866334896446,0.598526051792822,0.787074855498751,34
"rho - (Intercept)",-0.914249194823537,0.115888941458405,-1.14138734628848,-0.687111043358592,3.04589396033568e-15,34
"rho - x",0.669060822369023,0.121160693451656,0.431590226861879,0.906531417876166,3.34981860585274e-08,34
"psi - (Intercept)",1.13889634111138,0.785610586628797,-0.400872114554444,2.67866479677721,0.147143376989018,35
"psi - x",0.0670133905837978,0.287492933811513,-0.496462405496526,0.630489186664121,0.815687029215089,35
"psi - theta",-0.346583108398347,0.778971503960236,-1.87333920114341,1.18017298434672,0.656374686281961,35
"rho - (Intercept)",-1.16837921024496,0.146347788342097,-1.45521560461256,-0.881542815877358,1.42149630097494e-15,35
"rho - x",0.605225161163307,0.117712165482193,0.374513556275989,0.835936766050625,2.72454293276791e-07,35
"psi - (Intercept)",0.486536224757143,0.273838051761939,-0.0501764942928726,1.02324894380716,0.0756127081117913,36
"psi - x",0.558433033406098,0.19509731288946,0.176049326662215,0.940816740149981,0.00420537829279135,36
"psi - theta",-0.120033855739137,0.371059903542506,-0.847297902789355,0.607230191311082,0.746324817241672,36
"rho - (Intercept)",-0.785832063689436,0.112430188869218,-1.00619118464814,-0.565472942730733,2.75845605826896e-12,36
"rho - x",0.439973487566877,0.112931424749543,0.218631962334977,0.661315012798778,9.78206323903984e-05,36
"psi - (Intercept)",2.06522822796717,0.716475682336425,0.660961694789012,3.46949476114532,0.00394555729903236,37
"psi - x",-0.379131849889176,0.340675391454885,-1.04684334755984,0.288579647781483,0.265758684377854,37
"psi - theta",-1.02502861944876,0.661328035111842,-2.32120775023461,0.271150511337093,0.121152344490083,37
"rho - (Intercept)",-1.21527725898802,0.110190096006917,-1.43124587861459,-0.999308639361456,2.77187331803837e-28,37
"rho - x",0.767189453313225,0.100406669675353,0.570395996941922,0.963982909684527,2.15839907408897e-14,37
"psi - (Intercept)",1.03617231897731,0.446280002279127,0.161479587489769,1.91086505046485,0.0202437785211679,38
"psi - x",-0.366861314205822,0.308040120154367,-0.970608855501772,0.236886227090128,0.233672024890309,38
"psi - theta",-0.18773874544262,0.424807429787343,-1.02034600819084,0.644868517305599,0.658533731770947,38
"rho - (Intercept)",-1.13618730061703,0.119038663516055,-1.36949879387628,-0.902875807357785,1.3651350670778e-21,38
"rho - x",0.644281594455764,0.112678901717465,0.423435005272003,0.865128183639524,1.07877286752551e-08,38
"psi - (Intercept)",1.0931330976898,0.427987058468886,0.254293877241543,1.93197231813805,0.0106454565766265,39
"psi - x",0.587417689826154,0.216115324755763,0.163839436797682,1.01099594285463,0.00656629260222726,39
"psi - theta",-0.487530718509212,0.487574077153686,-1.44315834952579,0.468096912507366,0.317353545381111,39
"rho - (Intercept)",-0.90943341476447,0.1117408787135,-1.12844151264379,-0.690425316885151,3.99310667086008e-16,39
"rho - x",0.42025548238828,0.0947777598661586,0.234494486515224,0.606016478261337,9.24512897536721e-06,39
"psi - (Intercept)",1.05736241050954,0.401464112561234,0.27050720880419,1.84421761221489,0.00844437362618791,40
"psi - x",-0.0818954956756955,0.188602906499718,-0.451550399794718,0.287759408443327,0.664127375812417,40
"psi - theta",-0.617480654472093,0.418505883380495,-1.43773711321598,0.202775804271797,0.140094073704573,40
"rho - (Intercept)",-0.885050532649557,0.106625761877399,-1.0940331857534,-0.676067879545712,1.03646345857188e-16,40
"rho - x",0.4472747333062,0.0868466282968175,0.277058469665701,0.617490996946699,2.60253117432477e-07,40
"psi - (Intercept)",1.03894107933737,0.385634503675885,0.283111340936653,1.79477081773808,0.00705772488328867,41
"psi - x",0.367176622661406,0.166204765470553,0.041421268280196,0.692931977042615,0.027161964928709,41
"psi - theta",-0.485951612030758,0.427543082730772,-1.3239206560223,0.352017431960783,0.255699529746596,41
"rho - (Intercept)",-0.858198365595226,0.111381988960034,-1.07650305248333,-0.639893678707121,1.30841997224209e-14,41
"rho - x",0.438395286297119,0.0805568286466149,0.280506803440989,0.596283769153248,5.2667225956667e-08,41
"psi - (Intercept)",0.288658151171272,0.253183038815706,-0.207571486403919,0.784887788746462,0.254237783280973,42
"psi - x",0.262221970757965,0.186041570995839,-0.10241280802113,0.62685674953706,0.158693128750073,42
"psi - theta",0.418491252436692,0.355210638671433,-0.277708806284786,1.11469131115817,0.238736992975939,42
"rho - (Intercept)",-0.924434806335802,0.118097988461129,-1.15590261036624,-0.692967002305363,4.96903198586921e-15,42
"rho - x",0.491699377212065,0.109567949691352,0.276950141957119,0.706448612467012,7.20230764841096e-06,42
"psi - (Intercept)",0.0516477262480502,0.195491087242296,-0.331507764045428,0.434803216541529,0.791629827411037,43
"psi - x",0.368822049371524,0.152005085525193,0.0708975562752157,0.666746542467833,0.0152503066240379,43
"psi - theta",0.153033700235965,0.291340132159967,-0.417982466048711,0.72404986652064,0.599392004561825,43
"rho - (Intercept)",-0.61184505573531,0.106725362616439,-0.821022922700507,-0.402667188770113,9.87320788121128e-09,43
"rho - x",0.423034918189969,0.111022543587455,0.205434731286529,0.64063510509341,0.000138769334300685,43
"psi - (Intercept)",0.504846225272425,0.256316568432178,0.00247498250446077,1.00721746804039,0.0488819441174035,44
"psi - x",0.532646150603597,0.167904803680643,0.203558782558269,0.861733518648925,0.00151231285872173,44
"psi - theta",-0.107289341533538,0.35604232645395,-0.805119478355133,0.590540795288057,0.763156212362533,44
"rho - (Intercept)",-0.729062605509179,0.104386838425984,-0.933657049284109,-0.52446816173425,2.86404584632151e-12,44
"rho - x",0.283425001271718,0.0945058638665844,0.0981969117653679,0.468653090778069,0.00270849287529741,44
"psi - (Intercept)",0.239793252023051,0.2251665456967,-0.201525068065773,0.681111572111874,0.286894257362173,45
"psi - x",0.261390680215347,0.163867023402641,-0.059782783907611,0.582564144338305,0.110681155442359,45
"psi - theta",-0.306879146204703,0.294451964607049,-0.883994392011582,0.270236099602176,0.297316902904676,45
"rho - (Intercept)",-0.731746788991965,0.113901074006054,-0.954988791844262,-0.508504786139668,1.32385086924502e-10,45
"rho - x",0.447726400185461,0.110627181509678,0.230901108715317,0.664551691655606,5.18418127805067e-05,45
"psi - (Intercept)",0.296805035278649,0.260637727447861,-0.214035523531526,0.807645594088824,0.254801321932594,46
"psi - x",0.446407081309726,0.16656622213578,0.1199432848827,0.772870877736753,0.00736094771493206,46
"psi - theta",0.367295049137853,0.440182008079513,-0.495445833340512,1.23003593161622,0.404046426677423,46
"rho - (Intercept)",-0.900387780305552,0.1274762108787,-1.15023656251344,-0.650538998097668,1.62731414299047e-12,46
"rho - x",0.510130143714588,0.092454582244384,0.328922492309899,0.691337795119277,3.43602591696985e-08,46
"psi - (Intercept)",0.396386762913132,0.267858103126764,-0.12860547218254,0.921378998008805,0.138916322153001,47
"psi - x",0.339403681458515,0.167748900217876,0.0106218785852747,0.668185484331755,0.0430438659260764,47
"psi - theta",-0.0156074482039993,0.342145128763369,-0.686199578066022,0.654984681658023,0.963615952852535,47
"rho - (Intercept)",-0.810697365518343,0.113254316861721,-1.032671747661,-0.588722983375681,8.17415847428348e-13,47
"rho - x",0.527582194769346,0.101012693224784,0.329600954067377,0.725563435471315,1.76114271259015e-07,47
"psi - (Intercept)",0.541889214658128,0.341934135249868,-0.128289375516462,1.21206780483272,0.113017101869635,48
"psi - x",0.590529688058069,0.210717622950238,0.177530736167712,1.00352863994843,0.00507130287898393,48
"psi - theta",0.276995219570662,0.489569705278441,-0.682543770696971,1.2365342098383,0.571534356545416,48
"rho - (Intercept)",-1.00381388688609,0.117186346618139,-1.23349490573747,-0.774132868034711,1.07176477233225e-17,48
"rho - x",0.310373572404286,0.116738171762312,0.0815709601291051,0.539176184679468,0.00784391970981863,48
"psi - (Intercept)",0.591922559692697,0.274968318902409,0.0529945577544511,1.13085056163094,0.031342761272422,49
"psi - x",0.532356322595054,0.195387036244271,0.149404768510261,0.915307876679847,0.00643746379445968,49
"psi - theta",-0.175856977182428,0.363849603529681,-0.888989095889781,0.537275141524925,0.628866225766537,49
"rho - (Intercept)",-0.791948169742136,0.113200805045414,-1.01381767065209,-0.570078668832184,2.6345092846052e-12,49
"rho - x",0.532884964415701,0.113667408422424,0.310100937691745,0.755668991139658,2.75743944765744e-06,49
"psi - (Intercept)",0.557001758363736,0.262058187476377,0.0433771490561914,1.07062636767128,0.0335458425700327,50
"psi - x",0.191229782667714,0.169233218025988,-0.140461229651037,0.522920794986464,0.25848557087933,50
"psi - theta",-0.222480774345922,0.322864548168813,-0.855283660641593,0.410322111949749,0.49077044705238,50
"rho - (Intercept)",-0.749748861858326,0.110447472046807,-0.966221929253562,-0.533275794463091,1.13474721303417e-11,50
"rho - x",0.490438270677536,0.100825975949821,0.292822989109786,0.688053552245286,1.14917448184215e-06,50
"psi - (Intercept)",1.37107094584649,0.458035345794743,0.473338164442441,2.26880372725053,0.00275911704309365,51
"psi - x",-0.136712810307614,0.251927069171264,-0.630480792614021,0.357055171998794,0.587358269676108,51
"psi - theta",-0.59795596979778,0.480988830772684,-1.54067675507827,0.34476481548271,0.213801300212627,51
"rho - (Intercept)",-1.28159564829868,0.125280119693728,-1.52714017087726,-1.03605112572011,1.4575917195312e-24,51
"rho - x",0.746677163827705,0.0934346260220277,0.563548661915562,0.929805665739849,1.33372133466556e-15,51
"psi - (Intercept)",0.932850133096732,0.361699825776766,0.223931501359859,1.64176876483361,0.00990659457149055,52
"psi - x",0.471717709012413,0.188569919258418,0.102127458698288,0.841307959326537,0.0123649818814978,52
"psi - theta",-0.736176685733391,0.397671892506437,-1.51559927270989,0.04324590124311,0.0641384430524709,52
"rho - (Intercept)",-0.808326157303568,0.1173596309968,-1.03834680729621,-0.57830550731093,5.67416121410304e-12,52
"rho - x",0.490890640978135,0.0954862148458404,0.303741098860234,0.678040183096036,2.73340838449769e-07,52
"psi - (Intercept)",1.50818787016178,0.62338490123626,0.286375915232649,2.7299998250909,0.01554816149857,53
"psi - x",0.357099648717942,0.250708542718028,-0.134280065625914,0.848479363061798,0.154341792182784,53
