"parameter","rmse","coverage","ci_width","signif","rel_bias","nsite","nseason","model","scenario","nconverged"
"p(x)",0.112948969512492,0.919854280510018,0.412855229556596,0.996357012750455,0.0266950431239057,40,8,"dynamic",4,549
"psi(Int)",1.01687205645775,0.961748633879781,2.99757563435343,0.329690346083789,0.246504932970487,50,10,"dynamic",4,549
"psi(x)",1.33084922299259,0.438979963570128,2.25817551223021,0.0364298724954463,-1.09494619016262,50,10,"dynamic",4,549
"col(Int)",0.630639875151369,0.959927140255009,1.39864306200535,0.526411657559198,0.10850468286813,50,10,"dynamic",4,549
"col(x)",0.439831743450364,0.979963570127505,1.20707256143794,0.938069216757741,0.0154616942941324,50,10,"dynamic",4,549
"ext(Int)",0.282112092574797,0.939890710382514,1.05385556795291,0.664845173041894,0.0291011184416867,50,10,"dynamic",4,549
"ext(x)",0.274769858408806,0.950819672131147,1.01726198493532,0.992714025500911,0.0196776994077432,50,10,"dynamic",4,549
"p(Int)",0.105519344560358,0.950819672131147,0.423069306467623,1,0.00233975451913726,50,10,"dynamic",4,549
"p(x)",0.0890093291566429,0.947176684881603,0.340168229099238,1,0.00291605628246816,50,10,"dynamic",4,549
"psi(Int)",1.41340818705968,0.970909090909091,3.17855290578403,0.354545454545455,0.354538240815256,50,12,"dynamic",4,550
"psi(x)",1.48744634104489,0.418181818181818,2.37192211869613,0.0236363636363636,-1.11534682480943,50,12,"dynamic",4,550
"col(Int)",0.3362281880235,0.954545454545455,1.16398976400727,0.658181818181818,0.0703660016740853,50,12,"dynamic",4,550
"col(x)",0.284580718484716,0.954545454545455,1.0148795085401,0.949090909090909,0.00893706459585597,50,12,"dynamic",4,550
"ext(Int)",0.253447021590808,0.945454545454545,0.963283146635851,0.738181818181818,0.0275259479028439,50,12,"dynamic",4,550
"ext(x)",0.250038361279329,0.934545454545455,0.927794686428556,0.998181818181818,0.0170145245177713,50,12,"dynamic",4,550
"p(Int)",0.100710818872562,0.952727272727273,0.386293118075671,1,-0.0010215380359556,50,12,"dynamic",4,550
"p(x)",0.0807669024623483,0.934545454545455,0.310331117527166,1,0.00339380730573091,50,12,"dynamic",4,550
"psi(Int)",5.51770382126561,0.956124314442413,5.45469789496022,0.327239488117002,0.791766583112977,50,4,"dynamic",4,547
"psi(x)",3.63558502965027,0.453382084095064,3.58298374642403,0.0420475319926874,-1.37430063235353,50,4,"dynamic",4,547
"col(Int)",13.5733842045263,0.968921389396709,21.7051608205766,0.0237659963436929,5.27711358392792,50,4,"dynamic",4,547
"col(x)",17.147672206049,0.968921389396709,28.8110285660792,0.285191956124314,4.48386149119264,50,4,"dynamic",4,547
"ext(Int)",0.895911985102355,0.943327239488117,2.04961936390456,0.29981718464351,-0.165900764683059,50,4,"dynamic",4,547
"ext(x)",3.04627104276246,0.939670932358318,3.04561816643906,0.747714808043876,0.387032596432867,50,4,"dynamic",4,547
"p(Int)",0.184930441341531,0.888482632541133,0.614220661837663,1,-0.0291740866609227,50,4,"dynamic",4,547
"p(x)",0.141395907454435,0.914076782449726,0.494900531895265,0.972577696526508,0.0307040781419048,50,4,"dynamic",4,547
"psi(Int)",2.54034591290041,0.97632058287796,4.36323025605741,0.318761384335155,0.538720783611594,50,6,"dynamic",4,549
"psi(x)",1.88916876609212,0.442622950819672,3.01832823011706,0.0273224043715847,-1.23859921056928,50,6,"dynamic",4,549
"col(Int)",2.77270706894195,0.965391621129326,3.57764569567284,0.143897996357013,0.673580156303118,50,6,"dynamic",4,549
"col(x)",3.4279190338739,0.969034608378871,3.67516209379861,0.681238615664845,0.353043554658351,50,6,"dynamic",4,549
"ext(Int)",0.431330804719397,0.916211293260474,1.46152995024367,0.459016393442623,0.017280546152717,50,6,"dynamic",4,549
"ext(x)",0.541681911419759,0.936247723132969,1.46794801806863,0.883424408014572,0.0663554826769861,50,6,"dynamic",4,549
"p(Int)",0.144728008414766,0.916211293260474,0.528530769180597,1,-0.00850252875068483,50,6,"dynamic",4,549
"p(x)",0.114219391532461,0.92896174863388,0.422952704060209,0.998178506375228,0.00852869070204365,50,6,"dynamic",4,549
"psi(Int)",3.10466509010424,0.974452554744526,3.94075836801249,0.339416058394161,0.39236786663556,50,8,"dynamic",4,548
"psi(x)",3.24683943389125,0.43978102189781,2.96459643780545,0.0291970802919708,-0.96716033933205,50,8,"dynamic",4,548
"col(Int)",0.551309243430825,0.967153284671533,1.64886101508236,0.377737226277372,0.141649511063446,50,8,"dynamic",4,548
"col(x)",0.451450863482077,0.95985401459854,1.45622628215863,0.852189781021898,0.0104158475641023,50,8,"dynamic",4,548
"ext(Int)",0.317643243002384,0.954379562043796,1.20967125097346,0.572992700729927,0.0121583388065902,50,8,"dynamic",4,548
"ext(x)",0.34011341034485,0.945255474452555,1.18874580454971,0.967153284671533,0.0466280739384906,50,8,"dynamic",4,548
"p(Int)",0.11959981512541,0.93978102189781,0.467941009863206,1,-0.000361915715154525,50,8,"dynamic",4,548
"p(x)",0.0991472626669693,0.934306569343066,0.375540101511835,1,0.0112581079755745,50,8,"dynamic",4,548
"psi(Int)",8.64977119849435,0.969090909090909,5.7020503873106,0.485454545454545,0.946193714081068,60,10,"dynamic",4,550
"psi(x)",4.95334625230357,0.338181818181818,3.64763422703629,0.0254545454545455,-1.1576484340197,60,10,"dynamic",4,550
"col(Int)",0.355279438849602,0.98,1.23880327873647,0.68,0.131450207918259,60,10,"dynamic",4,550
"col(x)",0.296151260786791,0.970909090909091,1.09589122893937,0.956363636363636,0.0212716310530356,60,10,"dynamic",4,550
"ext(Int)",0.259491804724275,0.943636363636364,0.969409927538463,0.716363636363636,0.0136900348370024,60,10,"dynamic",4,550
"ext(x)",0.253300050108484,0.943636363636364,0.937344277956501,1,0.0249890460675506,60,10,"dynamic",4,550
"p(Int)",0.101980563490183,0.932727272727273,0.385227243190541,1,-0.0111569301288515,60,10,"dynamic",4,550
"p(x)",0.0793312631645969,0.956363636363636,0.31110182990303,1,0.0133887441883691,60,10,"dynamic",4,550
"psi(Int)",5.2977662708453,0.96,4.42069084559695,0.550909090909091,0.470409738022331,60,12,"dynamic",4,550
"psi(x)",2.98268878148065,0.312727272727273,2.87358288709752,0.02,-1.18581904294612,60,12,"dynamic",4,550
"col(Int)",0.292218622001842,0.958181818181818,1.05928203597521,0.78,0.106030748652035,60,12,"dynamic",4,550
"col(x)",0.245141071976982,0.970909090909091,0.924119053831329,0.981818181818182,0.00957387864772774,60,12,"dynamic",4,550
"ext(Int)",0.242577878163794,0.929090909090909,0.871597610919503,0.8,0.0266301039567467,60,12,"dynamic",4,550
"ext(x)",0.229873416985989,0.934545454545455,0.838179369626958,1,0.015389534342414,60,12,"dynamic",4,550
"p(Int)",0.0926828319231536,0.945454545454545,0.353232132359098,1,-0.00768616039851159,60,12,"dynamic",4,550
"p(x)",0.0779979443529154,0.927272727272727,0.285170541568606,1,0.0155679849862229,60,12,"dynamic",4,550
"psi(Int)",4.71645464062141,0.974452554744526,4.13317078653769,0.487226277372263,0.697343155784747,60,4,"dynamic",4,548
"psi(x)",2.82450760730841,0.348540145985401,2.81623247659152,0.0291970802919708,-1.33081306846515,60,4,"dynamic",4,548
"col(Int)",14.2316911764844,0.956204379562044,22.2435044359857,0.0291970802919708,5.22405193730755,60,4,"dynamic",4,548
"col(x)",14.4519428526464,0.974452554744526,23.0606396314598,0.388686131386861,3.27574201173519,60,4,"dynamic",4,548
"ext(Int)",0.482599212579163,0.927007299270073,1.64513855449864,0.375912408759124,0.00817252084502377,60,4,"dynamic",4,548
"ext(x)",0.518927842444164,0.927007299270073,1.65807231925938,0.812043795620438,0.0864552607444167,60,4,"dynamic",4,548
"p(Int)",0.161118234919672,0.895985401459854,0.565321349718223,1,-0.0183226892994307,60,4,"dynamic",4,548
"p(x)",0.12746463803435,0.921532846715328,0.456064576818115,0.981751824817518,0.0111873552459871,60,4,"dynamic",4,548
"psi(Int)",1.14735040456556,0.956284153005464,2.77905024316361,0.469945355191257,0.276421855332951,60,6,"dynamic",4,549
"psi(x)",1.346851320001,0.355191256830601,2.08840317156775,0.0418943533697632,-1.10295021681832,60,6,"dynamic",4,549
"col(Int)",5.16232533844812,0.954462659380692,3.7414332804667,0.242258652094718,0.893902484386657,60,6,"dynamic",4,549
"col(x)",5.11816277628771,0.974499089253188,3.57408405889384,0.785063752276867,0.458540812102732,60,6,"dynamic",4,549
"ext(Int)",0.350328676653366,0.934426229508197,1.2968119786807,0.499089253187614,0.0284109660019318,60,6,"dynamic",4,549
"ext(x)",0.3592894251192,0.932604735883424,1.26768326938674,0.939890710382514,0.0504516589043402,60,6,"dynamic",4,549
"p(Int)",0.129005253217297,0.939890710382514,0.48553969031718,1,-0.00263750572867156,60,6,"dynamic",4,549
"p(x)",0.100263173129956,0.939890710382514,0.389276063556768,1,-0.00949406842811751,60,6,"dynamic",4,549
"psi(Int)",2.12358703146904,0.965454545454545,3.41192196832874,0.447272727272727,0.478501349406065,60,8,"dynamic",4,550
"psi(x)",1.78697170879977,0.334545454545455,2.45652048130103,0.0345454545454545,-1.18738868335096,60,8,"dynamic",4,550
"col(Int)",0.460010670276237,0.961818181818182,1.53329040641602,0.483636363636364,0.139093286065072,60,8,"dynamic",4,550
"col(x)",0.627261541378514,0.954545454545455,1.43413766189959,0.878181818181818,0.0575292020194917,60,8,"dynamic",4,550
"ext(Int)",0.318919821531009,0.930909090909091,1.11777797368014,0.594545454545455,-0.0180401091624327,60,8,"dynamic",4,550
"ext(x)",0.31429248962732,0.94,1.08543281666608,0.981818181818182,0.053851256497196,60,8,"dynamic",4,550
"p(Int)",0.115212731819287,0.938181818181818,0.429407014037444,1,-0.0152326277350065,60,8,"dynamic",4,550
"p(x)",0.0911842208333471,0.943636363636364,0.344504482568786,1,0.0328774657574635,60,8,"dynamic",4,550
"psi(Int)",8.08915603248655,0.963636363636364,3.92329701895832,0.607272727272727,0.560874444132464,70,10,"dynamic",4,550
"psi(x)",4.85741338172336,0.269090909090909,2.7247916707251,0.04,-1.29281606031999,70,10,"dynamic",4,550
"col(Int)",0.28843441762139,0.954545454545455,1.06990376837533,0.729090909090909,0.0684868283086266,70,10,"dynamic",4,550
"col(x)",0.246911061939408,0.974545454545454,0.953529192852849,0.972727272727273,0.0247567764318173,70,10,"dynamic",4,550
"ext(Int)",0.236004999081255,0.94,0.882735001061998,0.803636363636364,0.0268055624151036,70,10,"dynamic",4,550
"ext(x)",0.218559196971867,0.954545454545455,0.847516129798964,0.998181818181818,0.00469377285020944,70,10,"dynamic",4,550
"p(Int)",0.0932899237124298,0.943636363636364,0.356919511111969,1,-0.000169611111204714,70,10,"dynamic",4,550
"p(x)",0.0753795331225074,0.943636363636364,0.288500783467086,1,0.00920822235456775,70,10,"dynamic",4,550
"psi(Int)",7.61171243323948,0.969090909090909,4.60886371052216,0.625454545454545,0.784531521946476,70,12,"dynamic",4,550
"psi(x)",4.79051479144297,0.230909090909091,3.18051088820041,0.0236363636363636,-1.24455001491271,70,12,"dynamic",4,550
"col(Int)",0.944774541389173,0.969090909090909,1.10361997043739,0.847272727272727,0.101359472001072,70,12,"dynamic",4,550
"col(x)",0.801759875838604,0.967272727272727,0.965036641544984,0.987272727272727,0.0497359220646789,70,12,"dynamic",4,550
"ext(Int)",0.206094499659932,0.961818181818182,0.802654522154252,0.847272727272727,-0.000336155096138937,70,12,"dynamic",4,550
"ext(x)",0.201334703651618,0.950909090909091,0.772778915178492,1,0.0140736522316782,70,12,"dynamic",4,550
"p(Int)",0.0884100136551317,0.950909090909091,0.326782472262636,1,-0.00273635225528973,70,12,"dynamic",4,550
"p(x)",0.0707306313085942,0.94,0.263793638349037,1,0.0168911956989533,70,12,"dynamic",4,550
"psi(Int)",6.06960035024263,0.958181818181818,3.98973273821,0.545454545454545,0.647496227831753,70,4,"dynamic",4,550
"psi(x)",3.77572969869527,0.285454545454545,2.74422412095414,0.0472727272727273,-1.35364403293097,70,4,"dynamic",4,550
"col(Int)",10.7588312597512,0.96,13.4966616652962,0.0618181818181818,3.33483446287356,70,4,"dynamic",4,550
"col(x)",12.2834661017074,0.981818181818182,16.0582670151178,0.467272727272727,2.44721186142813,70,4,"dynamic",4,550
"ext(Int)",0.437287377504224,0.945454545454545,1.53353488544878,0.429090909090909,-0.00142550747225576,70,4,"dynamic",4,550
"ext(x)",0.488309432586701,0.938181818181818,1.55585066368562,0.854545454545454,0.105571313207975,70,4,"dynamic",4,550
"p(Int)",0.147976226968183,0.910909090909091,0.534457825009536,1,-0.0178005630470589,70,4,"dynamic",4,550
"p(x)",0.116953778150392,0.927272727272727,0.429181491598464,0.996363636363636,0.0150148672241845,70,4,"dynamic",4,550
"psi(Int)",7.72436687695412,0.954545454545455,4.07412661065715,0.534545454545455,0.621049060183862,70,6,"dynamic",4,550
"psi(x)",4.66722482528737,0.285454545454545,2.80652019590238,0.0436363636363636,-1.33017140758627,70,6,"dynamic",4,550
"col(Int)",3.64736931582174,0.974545454545454,2.56796084916059,0.310909090909091,0.396752842553707,70,6,"dynamic",4,550
"col(x)",3.39327037398363,0.965454545454545,2.46845788112255,0.84,0.246589350007743,70,6,"dynamic",4,550
"ext(Int)",0.321592557097484,0.943636363636364,1.20336135910356,0.558181818181818,-0.00210237600612913,70,6,"dynamic",4,550
"ext(x)",0.325725512651328,0.950909090909091,1.18292154310546,0.969090909090909,0.0526694510240808,70,6,"dynamic",4,550
"p(Int)",0.121801607926761,0.921818181818182,0.455214950961666,1,-0.00880857621199826,70,6,"dynamic",4,550
"p(x)",0.102205383471521,0.925454545454545,0.365895624916009,1,0.00767302715106921,70,6,"dynamic",4,550
"psi(Int)",4.79632126372889,0.963636363636364,3.29538697445416,0.574545454545455,0.430787735886324,70,8,"dynamic",4,550
"psi(x)",3.05232086891548,0.278181818181818,2.36704589054829,0.0327272727272727,-1.22077346561781,70,8,"dynamic",4,550
"col(Int)",0.375895817453743,0.96,1.29567523732116,0.556363636363636,0.0857274515306851,70,8,"dynamic",4,550
"col(x)",0.324494797125521,0.976363636363636,1.17076252061593,0.938181818181818,0.0260510859326974,70,8,"dynamic",4,550
"ext(Int)",0.279879536440866,0.934545454545455,1.01194865287057,0.685454545454545,0.0140652859103051,70,8,"dynamic",4,550
"ext(x)",0.276367650912543,0.936363636363636,0.983149045866547,0.998181818181818,0.0301140672281872,70,8,"dynamic",4,550
"p(Int)",0.108094974194826,0.938181818181818,0.395771973753767,1,-0.00238942512205168,70,8,"dynamic",4,550
"p(x)",0.0850892631841604,0.927272727272727,0.319255267266028,1,-0.000942701315959416,70,8,"dynamic",4,550
"psi(Int)",1.01643715117534,0.956363636363636,2.26799372567031,0.716363636363636,0.225010994564866,80,10,"dynamic",4,550
"psi(x)",1.31320500879226,0.183636363636364,1.74892932723657,0.0454545454545455,-1.1236765442944,80,10,"dynamic",4,550
"col(Int)",0.929915408847074,0.961818181818182,1.11604675185858,0.785454545454545,0.111269535873503,80,10,"dynamic",4,550
"col(x)",0.608770450756303,0.958181818181818,0.966913210117865,0.981818181818182,0.0310376275441846,80,10,"dynamic",4,550
"ext(Int)",0.216756343158379,0.945454545454545,0.820833662229421,0.847272727272727,0.0137040982034131,80,10,"dynamic",4,550
"ext(x)",0.211525181144852,0.932727272727273,0.790934610841726,1,0.0010500850722861,80,10,"dynamic",4,550
"p(Int)",0.0854971689426351,0.947272727272727,0.334952867101533,1,-0.00295509403017097,80,10,"dynamic",4,550
"p(x)",0.0706154284394893,0.952727272727273,0.270957049164966,1,0.00655388490424413,80,10,"dynamic",4,550
"psi(Int)",0.929915753489057,0.958105646630237,2.1485109544103,0.723132969034608,0.194545855688585,80,12,"dynamic",4,549
"psi(x)",1.29192352184641,0.162112932604736,1.67163933514182,0.0418943533697632,-1.11000055799132,80,12,"dynamic",4,549
"col(Int)",0.22021146313809,0.963570127504554,0.876906003113335,0.8816029143898,0.0402092924957627,80,12,"dynamic",4,549
"col(x)",0.200954175157334,0.959927140255009,0.772471973463488,0.996357012750455,0.0101731166207748,80,12,"dynamic",4,549
"ext(Int)",0.192113140278673,0.956284153005464,0.747139282267052,0.876138433515483,-0.00402077092123366,80,12,"dynamic",4,549
"ext(x)",0.190571829754705,0.938069216757741,0.716453559638504,1,0.0112164656927778,80,12,"dynamic",4,549
"p(Int)",0.0799756935256279,0.941712204007286,0.305380908274047,1,-0.00490716288588174,80,12,"dynamic",4,549
"p(x)",0.066460904235696,0.932604735883424,0.246824805452893,1,0.0133851593004759,80,12,"dynamic",4,549
"psi(Int)",1.46104069293468,0.954379562043796,2.77618220589743,0.593065693430657,0.362840290164543,80,4,"dynamic",4,548
"psi(x)",1.51402837628106,0.226277372262774,2.03245638351191,0.0510948905109489,-1.21088702815216,80,4,"dynamic",4,548
"col(Int)",7.56054256147919,0.965328467153285,7.44024524923539,0.0821167883211679,1.59508386034456,80,4,"dynamic",4,548
"col(x)",8.80065280876038,0.970802919708029,7.9777758091043,0.5,1.01932674638299,80,4,"dynamic",4,548
"ext(Int)",0.436261437946515,0.932481751824818,1.4464756411211,0.494525547445255,0.0154533842651258,80,4,"dynamic",4,548
"ext(x)",0.445511402368515,0.943430656934307,1.45148784306123,0.905109489051095,0.0870023493316121,80,4,"dynamic",4,548
"p(Int)",0.14588475135747,0.901459854014598,0.504032436114961,1,-0.011348473652225,80,4,"dynamic",4,548
"p(x)",0.114935719244905,0.910583941605839,0.404862346559864,0.998175182481752,0.0110774597354544,80,4,"dynamic",4,548
"psi(Int)",7.79244403991823,0.976363636363636,3.72266319342722,0.630909090909091,0.576697248573668,80,6,"dynamic",4,550
"psi(x)",4.39752352043912,0.185454545454545,2.51576756455648,0.0290909090909091,-1.32338047651965,80,6,"dynamic",4,550
"col(Int)",0.576888182601033,0.96,1.72338442259591,0.387272727272727,0.155156925328772,80,6,"dynamic",4,550
"col(x)",0.612916157696744,0.956363636363636,1.61797223044111,0.821818181818182,0.0478620790436066,80,6,"dynamic",4,550
"ext(Int)",0.290848925084005,0.963636363636364,1.12016403997424,0.576363636363636,-0.0409002180508886,80,6,"dynamic",4,550
"ext(x)",0.355157521764033,0.930909090909091,1.11040262158577,0.987272727272727,0.044906535039988,80,6,"dynamic",4,550
"p(Int)",0.117487860134385,0.925454545454545,0.425372725405969,1,-0.0141687900988942,80,6,"dynamic",4,550
"p(x)",0.0947937703129018,0.934545454545455,0.34238858852955,1,0.0130605668775303,80,6,"dynamic",4,550
"psi(Int)",2.25087958337989,0.976277372262774,2.53419866013406,0.682481751824818,0.307668980459676,80,8,"dynamic",4,548
"psi(x)",1.75493543543258,0.191605839416058,1.88896504232986,0.0291970802919708,-1.17183261657457,80,8,"dynamic",4,548
"col(Int)",0.459378561753659,0.956204379562044,1.24591207511824,0.635036496350365,0.100204140427739,80,8,"dynamic",4,548
"col(x)",0.509707131569221,0.972627737226277,1.15451358664256,0.948905109489051,0.0339661515912681,80,8,"dynamic",4,548
"ext(Int)",0.243969145461917,0.956204379562044,0.936561954345907,0.717153284671533,-0.0308236519666672,80,8,"dynamic",4,548
