"parameter","Est","SE","lower","upper","p","simulation"
"rho - (Intercept)",-0.893812911501812,0.171832124583505,-1.23059768707248,-0.557028135931142,1.97512473356101e-07,16
"rho - x",0.294724089404654,0.140118716798148,0.0200964509203158,0.569351727888992,0.0354318279631323,16
"psi - (Intercept)",8.47065643829716,23.9939614922668,-38.5566439329867,55.497956809581,0.724063818685406,17
"psi - x",-1.33859540277703,0.520488317004066,-2.35873375847887,-0.318457047075194,0.0101169326140517,17
"psi - theta",-8.65887936133269,23.9478765233196,-55.5958548532514,38.2780961305861,0.717671961871086,17
"rho - (Intercept)",-1.40606293961178,0.116315429632662,-1.6340369925381,-1.17808888668546,1.2168967913617e-33,17
"rho - x",0.992968982333717,0.152417744934848,0.694235691656603,1.29170227301083,7.27933888273009e-11,17
"psi - (Intercept)",14.087528605276,35.7961959181595,-56.0717261778564,84.2467833884083,0.693914628631549,18
"psi - x",-2.29412930742325,0.705421980248843,-3.67673098261391,-0.911527632232596,0.00114540578691934,18
"psi - theta",-13.7443529346975,35.7810197605261,-83.8738629954447,56.3851571260496,0.700886450850116,18
"rho - (Intercept)",-1.28490916378585,0.107860877365877,-1.49631259876386,-1.07350572880784,1.01689884011728e-32,18
"rho - x",0.728268676778815,0.107490627292428,0.517590918610038,0.938946434947592,1.24248839092082e-11,18
"psi - (Intercept)",3.00639153406529,1.03570723579412,0.976442653381275,5.03634041474931,0.00369910508843418,19
"psi - x",-0.673843736911401,0.353261501726281,-1.36622355741945,0.0185360835966438,0.0564568150228521,19
"psi - theta",-3.30279789658027,0.920696960632053,-5.10733078009459,-1.49826501306595,0.000334145307072803,19
"rho - (Intercept)",-1.16093141033556,0.125027467233793,-1.40598074319206,-0.915882077479069,1.61084379741327e-20,19
"rho - x",0.662223991361963,0.10190049329151,0.462502694503738,0.861945288220187,8.09998361578995e-11,19
"psi - (Intercept)",3.00582195947094,1.39880897880356,0.264206739764704,5.74743717917718,0.0316467864254261,20
"psi - x",-1.00489080911808,0.482990208297676,-1.95153422226703,-0.0582473959691393,0.0374740653371674,20
"psi - theta",-3.38245671052147,1.22968481020113,-5.79259465085165,-0.972318770191297,0.0059473583151008,20
"rho - (Intercept)",-1.1967698078622,0.139473454646187,-1.47013275576811,-0.92340685995629,9.43566989782665e-18,20
"rho - x",0.627093770855717,0.119569214765258,0.392742416256076,0.861445125455358,1.56614160612887e-07,20
"psi - (Intercept)",0.709048869244357,0.742825418874064,-0.746862198549687,2.1649599370384,0.339815620389271,21
"psi - x",-0.218786907647819,0.34943891363222,-0.903674593163772,0.466100777868133,0.531243338910799,21
"psi - theta",-1.29490945368964,0.722385469639542,-2.71075895713819,0.120940049758916,0.0730454878266055,21
"rho - (Intercept)",-0.758967149839123,0.214906261097579,-1.18017568164254,-0.337758618035707,0.000413023141263889,21
"rho - x",0.485632612426463,0.143220673583889,0.204925250360474,0.766339974492452,0.000696890210526539,21
"psi - (Intercept)",13.5841332960963,29.2776493150654,-43.7990049134257,70.9672715056183,0.642664777248377,22
"psi - x",-1.4311674036663,0.522077529389545,-2.45442055840746,-0.407914248925142,0.00611979341074347,22
"psi - theta",-14.2147169270188,29.2733174313266,-71.5893648004274,43.1599309463898,0.627260632248723,22
"rho - (Intercept)",-1.2927526516994,0.113206635350344,-1.51463357979703,-1.07087172360176,3.34508289619464e-30,22
"rho - x",0.758197622161671,0.100185657254822,0.561837342174746,0.954557902148596,3.79230426882395e-14,22
"psi - (Intercept)",9.34637149195103,15.0551686050426,-20.1612167551106,38.8539597390126,0.534725854886683,23
"psi - x",-1.54117465190741,0.622367328881023,-2.76099220166861,-0.321357102146207,0.013274813361906,23
"psi - theta",-9.60237190191236,15.0573632484784,-39.114261571067,19.9095177672423,0.523656387291972,23
"rho - (Intercept)",-1.35115203667107,0.130198843748016,-1.60633708124594,-1.0959669920962,3.13545636130081e-25,23
"rho - x",0.580507700770929,0.133622691718126,0.318612037486102,0.842403364055755,1.39669797309449e-05,23
"psi - (Intercept)",1.07046018489084,0.758881875526946,-0.416920959662181,2.55784132944386,0.158369818417518,24
"psi - x",0.0544645291784755,0.382050511878854,-0.69434071437917,0.803269772736121,0.886638913527301,24
"psi - theta",-2.05804253510365,0.632265813864686,-3.29726075893434,-0.818824311272962,0.00113381434795898,24
"rho - (Intercept)",-0.964251455683757,0.195671316065857,-1.34776018798039,-0.580742723387124,8.31121003807068e-07,24
"rho - x",0.573027619554181,0.146481467314024,0.285929219216113,0.86012601989225,9.15553102427997e-05,24
"psi - (Intercept)",8.69129612249996,13.549256368588,-17.8647583772325,35.2473506222325,0.521224334263335,25
"psi - x",-0.558971268244943,0.314215066661996,-1.17482148230231,0.0568789458124207,0.0752488074164539,25
"psi - theta",-9.32762218906135,13.5382406652885,-35.8620863070624,17.2068419289397,0.490833755537306,25
"rho - (Intercept)",-1.21001143531214,0.10679796215678,-1.41933159476171,-1.00069127586258,9.32992047899368e-30,25
"rho - x",0.529517863865396,0.0994769614793204,0.33454660207445,0.724489125656343,1.02058471941947e-07,25
"psi - (Intercept)",1.77759258637672,1.07693680059133,-0.333164756408086,3.88834992916153,0.0988201454494068,26
"psi - x",-0.310291537529866,0.464531544278093,-1.2207566339977,0.600173558937969,0.504154938565924,26
"psi - theta",-2.75052733445376,0.85861058629033,-4.43337316032762,-1.06768150857989,0.00135785437388076,26
"rho - (Intercept)",-1.14241451477946,0.184245102763786,-1.50352828052436,-0.781300749034561,5.6278712322835e-10,26
"rho - x",0.694113911102915,0.144333150632918,0.411226134087201,0.977001688118629,1.51604224760081e-06,26
"psi - (Intercept)",1.59800479981026,0.913310528139802,-0.192050942045005,3.38806054166553,0.0801728595325999,27
"psi - x",-0.85626543319709,0.46280339376096,-1.76334341689148,0.0508125504972995,0.0642889025206265,27
"psi - theta",-2.02790913039977,0.775527441441489,-3.54791498464759,-0.507903276151961,0.00892595051620611,27
"rho - (Intercept)",-1.16062727962962,0.172111085302497,-1.49795880816261,-0.823295751096623,1.54639633978143e-11,27
"rho - x",0.709252417707416,0.114344072334454,0.485142154086244,0.933362681328588,5.5470377648025e-10,27
"psi - (Intercept)",4.52382987072646,3.1983737627721,-1.74486751340471,10.7925272548576,0.157239900798721,28
"psi - x",-1.22317830827693,0.693665174486255,-2.58273706759968,0.136380451045819,0.0778405482783113,28
"psi - theta",-4.56176326196075,2.80282804887045,-10.0552052926055,0.931678768683996,0.103618788641963,28
"rho - (Intercept)",-1.30094495316612,0.145424432851003,-1.58597160402625,-1.01591830230599,3.69102883536012e-19,28
"rho - x",0.642770073425193,0.131352359343822,0.385324179826938,0.900215967023448,9.90686545095956e-07,28
"psi - (Intercept)",3.76975309655368,1.5255466329897,0.779736639157536,6.75976955394983,0.0134704366015209,29
"psi - x",-1.3308621576414,0.507222675232377,-2.32500033323891,-0.336723982043883,0.00869491406838152,29
"psi - theta",-3.45051792664001,1.29705786361816,-5.99270462519607,-0.908331228083959,0.00780791407742959,29
"rho - (Intercept)",-1.1609394870452,0.128875003657544,-1.41352985272145,-0.908349121368946,2.09352341243181e-19,29
"rho - x",0.80810566355386,0.118999800140073,0.574870341111854,1.04134098599587,1.11501601601541e-11,29
"psi - (Intercept)",4.52488644377503,1.04476476456692,2.47718513290739,6.57258775464267,1.48427068594106e-05,30
"psi - x",-1.13685999453453,0.370913358608642,-1.86383681879226,-0.409883170276805,0.00217649296312417,30
"psi - theta",-5.48019818405632,1.04937017426054,-7.5369259320575,-3.42347043605514,1.7664859469917e-07,30
"rho - (Intercept)",-1.30221830077026,0.116287182913681,-1.5301369911447,-1.07429961039582,4.15651184907747e-29,30
"rho - x",0.684543364223314,0.106779514510007,0.475259361497028,0.8938273669496,1.44746857854138e-10,30
"psi - (Intercept)",2.3909363947375,0.714120066274284,0.991286784202545,3.79058600527245,0.000813713456646634,31
"psi - x",-1.02643304279068,0.445481914184553,-1.89956155035637,-0.153304535224995,0.0212172620143534,31
"psi - theta",-3.11029915578319,0.689224531222918,-4.46115441424161,-1.75944389732477,6.39919311526818e-06,31
"rho - (Intercept)",-0.951598394137489,0.124167637588784,-1.19496249185693,-0.708234296418051,1.80483139959056e-14,31
"rho - x",1.1245842951806,0.141456650573158,0.847334354683541,1.40183423567765,1.86469765830394e-15,31
"psi - (Intercept)",0.846301426266578,0.472383954308769,-0.0795541110532244,1.77215696358638,0.0732044157436141,32
"psi - x",0.152671471006245,0.261637565134178,-0.360128733659497,0.665471675671987,0.559541447961921,32
"psi - theta",-2.25328519598641,0.470216464773789,-3.17489253188079,-1.33167786009204,1.65113078155588e-06,32
"rho - (Intercept)",-0.861255889034733,0.166930339369395,-1.1884333421258,-0.53407843594367,2.47778206781304e-07,32
"rho - x",0.502855380323738,0.129698944881966,0.24865011952224,0.757060641125236,0.000105710254138644,32
"psi - (Intercept)",11.5209727583681,26.3648296668477,-40.1531438471864,63.1950893639226,0.66212394105789,33
"psi - x",-1.60452025634009,1.03455521361589,-3.63221121504537,0.423170702365194,0.12091903026058,33
"psi - theta",-10.6759922651306,26.2763417691829,-62.1766757781947,40.8246912479334,0.684524573014695,33
"rho - (Intercept)",-1.55460661284736,0.151831648714639,-1.85219117604139,-1.25702204965333,1.32578467537597e-24,33
"rho - x",0.77152807114281,0.119229781961753,0.537841992613212,1.00521414967241,9.73988589676333e-11,33
"psi - (Intercept)",2.01519761427661,0.724226613749775,0.595739534681655,3.43465569387157,0.00539333590644062,34
"psi - x",-0.49978774258382,0.420059401983906,-1.32308904183971,0.323513556672069,0.234124011833308,34
"psi - theta",-2.71581006269338,0.575250558397211,-3.84328043923847,-1.58833968614829,2.34583293166192e-06,34
"rho - (Intercept)",-1.14913868212121,0.145064231764778,-1.43345935182515,-0.864818012417277,2.34501346526752e-15,34
"rho - x",0.760873957931137,0.131430097782848,0.503275699792177,1.0184722160701,7.07261775503533e-09,34
"psi - (Intercept)",11.474251853214,23.1201743356285,-33.840457160905,56.7889608673331,0.619691635064047,35
"psi - x",-2.09612939083598,0.693745330335335,-3.45584525273608,-0.736413528935876,0.00251552137665542,35
"psi - theta",-11.3432538689565,23.0982997079357,-56.6150894006226,33.9285816627096,0.623365553794674,35
"rho - (Intercept)",-1.32643413435119,0.111356386770815,-1.5446886418705,-1.10817962683188,1.02966473353864e-32,35
"rho - x",0.757223800196858,0.104420520750797,0.552563340278378,0.961884260115339,4.11645196183386e-13,35
"psi - (Intercept)",1.71228597166311,0.647215306672277,0.4437672803424,2.98080466298382,0.00815412805951013,36
"psi - x",-0.522487691841309,0.338364741989074,-1.18567039977808,0.140695016095463,0.122550727506155,36
"psi - theta",-2.35392507590399,0.605052074874884,-3.53980535143,-1.16804480037799,0.000100058335836394,36
"rho - (Intercept)",-1.0748804208148,0.138924837583588,-1.34716809903671,-0.802592742592892,1.01680938041142e-14,36
"rho - x",0.740816101498803,0.127416490721342,0.491084368648491,0.990547834349116,6.09498632516490e-09,36
"psi - (Intercept)",4.31958647172916,1.43286445204152,1.51122375100007,7.12794919245826,0.00257274979832169,37
"psi - x",-1.19829929081994,0.503635479137895,-2.18540669126679,-0.211191890373089,0.0173456093415506,37
"psi - theta",-4.33730785594937,1.32785526033066,-6.93985634287952,-1.73475936901922,0.00108923855708746,37
"rho - (Intercept)",-1.30530400068408,0.114808044319337,-1.53032363268546,-1.0802843686827,5.93623315979282e-30,37
"rho - x",0.664830646699538,0.129762233860336,0.410501341779815,0.91915995161926,2.99991181197439e-07,37
"psi - (Intercept)",3.38313190558386,1.6230638283111,0.201985257484406,6.56427855368331,0.037122808853323,38
"psi - x",-0.780457423509777,0.390105620525484,-1.54505038990638,-0.0158644571131794,0.045432163141384,38
"psi - theta",-4.09448717089692,1.49025860934946,-7.0153403728726,-1.17363396892123,0.00600513071585483,38
"rho - (Intercept)",-1.15792196862793,0.128988319816304,-1.41073442989422,-0.905109507361638,2.78371011498368e-19,38
"rho - x",0.647653892663926,0.118563086035036,0.415274514139332,0.88003327118852,4.6940781468968e-08,38
"psi - (Intercept)",2.36180718699177,0.835636214372401,0.723990302644474,3.99962407133907,0.00470805977951966,39
"psi - x",-0.615026864335436,0.396685269072404,-1.39251570491493,0.162461976244056,0.121041896493489,39
"psi - theta",-2.83703370023362,0.629625691453308,-4.07107737922323,-1.60299002124401,6.60905792715889e-06,39
"rho - (Intercept)",-1.28349056007856,0.159969254149344,-1.59702453684501,-0.969956583312107,1.02893098182767e-15,39
"rho - x",0.781514709406076,0.132105472815322,0.52259274052741,1.04043667828474,3.3018805816685e-09,39
"psi - (Intercept)",1.50692166826907,1.53873346498505,-1.50894050490816,4.5227838414463,0.327418934485599,40
"psi - x",-0.85860587151078,0.728359265585308,-2.28616379986403,0.568952056842468,0.238469091985721,40
"psi - theta",-2.2817530136226,1.328943880125,-4.88643515614252,0.322929128897316,0.0859851705499119,40
"rho - (Intercept)",-1.12680285328992,0.249757526529082,-1.61631861015473,-0.637287096425111,6.43443284474651e-06,40
"rho - x",0.560218241274342,0.124061081991695,0.31706298868755,0.803373493861135,6.3118485172979e-06,40
"psi - (Intercept)",2.42804867292286,1.13488314215736,0.203718587632786,4.65237875821293,0.0323976061690608,41
"psi - x",-0.542958642299114,0.422824917276683,-1.37168025192754,0.285762967329313,0.199099384081304,41
"psi - theta",-2.29240156988622,1.04635988792016,-4.3432292650771,-0.241573874695349,0.0284637552633143,41
"rho - (Intercept)",-1.31143243821544,0.134965761978486,-1.57596047083928,-1.0469044055916,2.55744308128683e-22,41
"rho - x",0.575942223040967,0.128890508996957,0.323321467457895,0.828562978624039,7.87843432768827e-06,41
"psi - (Intercept)",1.85515907186649,0.800986144200583,0.285255077117742,3.42506306661524,0.0205531457535317,42
"psi - x",-0.430333254761086,0.348414331646232,-1.11321279648529,0.252546286963121,0.216786118875251,42
"psi - theta",-2.71880085439723,0.626455973462851,-3.94663200028439,-1.49096970851006,1.42501420553193e-05,42
"rho - (Intercept)",-1.18428078978268,0.162801577679901,-1.50336601866159,-0.865195560903773,3.48011130257268e-13,42
"rho - x",0.778152457855721,0.116289042387521,0.550230122979527,1.00607479273191,2.2083828334209e-11,42
"psi - (Intercept)",1.11021379002865,0.556274211353871,0.0199363702466377,2.20049120981066,0.0459553603207529,43
"psi - x",-0.302323184031649,0.217761389166691,-0.729127664021774,0.124481295958477,0.165038657183076,43
"psi - theta",-1.53016276582823,0.549223596456238,-2.60662123434202,-0.453704297314446,0.00533551312183226,43
"rho - (Intercept)",-1.07018692455166,0.156060576333632,-1.37606003357214,-0.764313815531173,7.00712415731763e-12,43
"rho - x",0.520027195564856,0.100556887934336,0.322939316816127,0.717115074313584,2.32256272481761e-07,43
"psi - (Intercept)",2.82049893784748,1.02059296962323,0.820173474511162,4.8208244011838,0.00571695962913996,44
"psi - x",-0.478618307507618,0.299702587288917,-1.06602458466737,0.10878796965213,0.110270708676478,44
"psi - theta",-3.27836398875576,0.802212298834107,-4.85067120242569,-1.70605677508583,4.37639293058973e-05,44
"rho - (Intercept)",-1.07032413632199,0.1432204940702,-1.35103114654761,-0.789617126096364,7.82314470228293e-14,44
"rho - x",0.635740121716793,0.100945983127232,0.43788963040343,0.833590613030156,3.01851289868826e-10,44
"psi - (Intercept)",0.901283559236971,0.618878130241942,-0.311695286856724,2.11426240533067,0.145304643290328,45
"psi - x",-0.311955836674825,0.497884377587714,-1.28779128521189,0.663879611862235,0.530945850165941,45
"psi - theta",-1.38136701070214,0.602725176671516,-2.56268664955385,-0.200047371850425,0.0219132167202937,45
"rho - (Intercept)",-0.904682096518366,0.168659911581527,-1.23524944885387,-0.574114744182863,8.14247568563864e-08,45
"rho - x",0.498170048648509,0.203664847112777,0.098994283390609,0.897345813906409,0.0144439526944732,45
"psi - (Intercept)",1.21439539629753,1.12739522464155,-0.995258640342351,3.4240494329374,0.281404688764043,46
"psi - x",-0.0204392873381099,0.520401967803507,-1.04040840171676,0.999529827040536,0.96867037224975,46
"psi - theta",-2.03770395400527,0.868158319872282,-3.73926299383375,-0.336144914176793,0.0189172772742786,46
"rho - (Intercept)",-0.861621287285829,0.251200348946365,-1.3539649241246,-0.36927765044706,0.000603545028430627,46
"rho - x",0.471320903115164,0.181996261223866,0.114614785795443,0.828027020434884,0.00960516553430744,46
"psi - (Intercept)",0.502794223249384,0.388867765532842,-0.259372591943553,1.26496103844232,0.196021552164241,47
"psi - x",0.404656936658143,0.426570236087477,-0.431405362950061,1.24071923626635,0.34280928828108,47
"psi - theta",-1.32650803269395,0.456010020675602,-2.22027124980749,-0.432744815580399,0.00362650747347844,47
"rho - (Intercept)",-0.788095834839578,0.168979593306683,-1.1192897518429,-0.456901917836255,3.10344434535799e-06,47
"rho - x",0.590984259142515,0.254330323377749,0.0925059851457021,1.08946253313933,0.0201422350144364,47
"psi - (Intercept)",4.29013719275278,1.12287370252594,2.0893451766148,6.49092920889076,0.000133086111514216,48
"psi - x",-1.75624010579909,0.599890293069299,-2.93200347489009,-0.580476736708084,0.00341586842530599,48
"psi - theta",-3.95088325968069,0.875701577431201,-5.66722681265076,-2.23453970671062,6.43168738855788e-06,48
"rho - (Intercept)",-1.1323271290634,0.114982512092816,-1.35768871161726,-0.906965546509538,7.00464851493726e-23,48
"rho - x",0.746939344148111,0.107324011132092,0.536588147652836,0.957290540643386,3.41078759917143e-12,48
"psi - (Intercept)",9.91101661528161,35.2753804056785,-59.2274585207981,79.0494917513613,0.77874008543454,49
"psi - x",-1.84455144780059,0.635868368885225,-3.09083054972387,-0.598272345877323,0.00372165628714444,49
"psi - theta",-9.5212650384416,35.1219394578859,-78.3590014430942,59.316471366211,0.786320532160521,49
"rho - (Intercept)",-1.50043241761693,0.121416435240668,-1.73840425781988,-1.26246057741398,4.42435237803497e-35,49
"rho - x",0.722131041314552,0.11679772378638,0.493211709216991,0.951050373412113,6.29947276140005e-10,49
"psi - (Intercept)",4.55916867801668,1.91300648506895,0.809744865089982,8.30859249094337,0.0171606340782876,50
"psi - x",-1.30261386431906,0.576256811229763,-2.43205646017529,-0.173171268462826,0.0237918133295504,50
"psi - theta",-4.47042759791475,1.70608379129612,-7.8142903834627,-1.12656481236679,0.00878560327835443,50
"rho - (Intercept)",-1.2769204208634,0.125029450900084,-1.52197364163438,-1.03186720009241,1.73495136084988e-24,50
"rho - x",0.784500126082978,0.129968536068245,0.529766476265824,1.03923377590013,1.57905665302168e-09,50
"psi - (Intercept)",2.33023941802574,1.67632589260388,-0.955298957829819,5.61577779388129,0.164502354081345,51
"psi - x",-0.340793195704734,0.503331521153549,-1.32730484944945,0.645718458039982,0.498358362288527,51
"psi - theta",-2.98391768818358,1.29386787780003,-5.51985212942492,-0.447983246942242,0.0210994773566833,51
"rho - (Intercept)",-1.19025568169758,0.200677639437153,-1.58357662749691,-0.796934735898245,3.00760882621044e-09,51
"rho - x",0.628825732884095,0.114746561384868,0.40392660521994,0.85372486054825,4.25020566168333e-08,51
"psi - (Intercept)",2.77219974407515,3.90987549382146,-4.89101540785068,10.435414896001,0.478308919780202,52
"psi - x",-1.17475064195868,1.34652063051515,-3.81388258220853,1.46438129829117,0.382971552801838,52
"psi - theta",-2.30750561340309,3.15985237668042,-8.50070246816001,3.88569124135382,0.465232856122716,52
"rho - (Intercept)",-1.38984363095847,0.285631801969295,-1.94967167565756,-0.830015586259372,1.13961639440499e-06,52
"rho - x",0.624699954355435,0.129059166525919,0.371748636089877,0.877651272620993,1.2956812126007e-06,52
