"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-09-21","4.3","0.0","0.0","23.9","25.6","21.7"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-09-22","37.3","0.0","0.0","22.3","25.0","18.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-09-23","0.0","0.0","0.0","19.3","23.3","15.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-09-24","0.0","0.0","0.0","19.4","26.1","14.4"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-09-25","0.0","0.0","0.0","21.3","26.1","16.7"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-09-26","0.0","0.0","0.0","18.6","22.2","13.3"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-09-27","57.9","0.0","0.0","17.4","20.6","14.4"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-09-28","4.8","0.0","0.0","16.3","18.9","11.7"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-09-29","14.5","0.0","0.0","16.1","18.9","15.6"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-09-30","0.0","0.0","0.0","21.8","29.4","17.2"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-01","0.0","0.0","0.0","25.9","30.0","20.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-02","44.7","0.0","0.0","18.8","20.0","13.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-03","14.5","0.0","0.0","15.9","19.4","9.4"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-04","0.0","0.0","0.0","11.0","14.4","7.2"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-05","6.9","0.0","0.0","12.6","17.2","8.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-06","0.0","0.0","0.0","14.8","19.4","9.4"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-07","0.0","0.0","0.0","14.8","20.6","8.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-08","0.0","0.0","0.0","13.9","21.1","7.8"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-09","0.0","0.0","0.0","15.4","21.1","10.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-10","4.8","0.0","0.0","16.4","21.1","12.2"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-11","15.0","0.0","0.0","15.4","19.4","3.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-12","0.0","0.0","0.0","5.9","12.2","1.7"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-13","0.0","0.0","0.0","7.4","11.1","2.8"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-14","0.0","0.0","0.0","7.1","12.2","2.8"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-15","0.0","0.0","0.0","10.0","16.7","5.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-16","0.0","0.0","0.0","9.3","11.1","5.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-17","0.0","0.0","0.0","7.8","12.2","4.4"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-18","0.0","0.0","0.0","8.2","15.0","3.3"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-19","0.0","0.0","0.0","11.9","20.0","6.7"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-20","0.0","0.0","0.0","13.5","17.2","8.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-21","1.3","0.0","0.0","13.4","19.4","10.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-22","0.3","0.0","0.0","10.0","10.6","6.7"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-23","0.5","0.0","0.0","8.6","14.4","3.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-24","0.0","0.0","0.0","8.4","10.0","5.6"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-25","0.0","0.0","0.0","6.9","8.9","2.8"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-26","55.4","0.0","0.0","5.6","8.9","2.2"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-27","1.0","0.0","0.0","9.2","14.4","5.6"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-28","0.0","0.0","0.0","8.4","9.4","5.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-29","3.8","0.0","0.0","4.6","7.2","1.7"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-30","15.7","30.0","30.0","2.5","5.0","0.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2019-10-31","7.9","86.0","0.0","0.8","0.6","-3.8"
